Order ID,Customer ID,Product Category,Purchase Amount (USD),Order Date,Shipping Time (Days),Customer Age,Customer Gender,Customer Location,Customer Lifetime Value (USD),Churn Risk
10649,400,Home & Kitchen,448.95,10/10/2025,3,24,Male,Hat Yai,1129.58,Low
10650,218,Clothing,167.89,10/11/2025,2,61,Other,Pattaya,670.03,Medium
10651,474,Beauty,71.36,10/12/2025,8,32,Female,Pattaya,4853.57,Medium
10652,432,Sports,242.42,10/13/2025,7,36,Male,Hat Yai,207.71,Low
10653,341,Electronics,65.84,10/14/2025,9,60,Male,Hat Yai,4033.22,High
10654,39,Sports,248.15,10/15/2025,2,64,Male,Bangkok,3961.37,Low
10655,100,Clothing,460.95,10/16/2025,14,61,Other,Chiang Mai,1556.35,Low
10656,289,Sports,265.18,10/17/2025,14,52,Female,Hat Yai,764.57,Low
10657,254,Electronics,312.08,10/18/2025,4,34,Male,Hat Yai,813.58,Medium
10658,222,Clothing,86.75,10/19/2025,14,52,Male,Phuket,3517.41,Low
10659,357,Sports,31.43,10/20/2025,6,36,Male,Hat Yai,3249.75,Low
10660,23,Beauty,64.3,10/21/2025,11,37,Male,Chiang Mai,3935.45,Low
10661,250,Toys,303.28,10/22/2025,3,53,Female,Pattaya,4693.66,Low
10662,10,Clothing,56.56,10/23/2025,8,52,Other,Pattaya,3490.44,Medium
10663,246,Toys,194.24,10/24/2025,3,49,Female,Pattaya,863.67,Low
10664,325,Clothing,279.55,10/25/2025,14,61,Male,Pattaya,1292.87,Low
10665,100,Beauty,200.44,10/26/2025,12,57,Female,Phuket,4226.75,Medium
10666,290,Toys,90.21,10/27/2025,13,41,Male,Hat Yai,1125.6,High
10667,180,Home & Kitchen,144.16,10/28/2025,13,34,Other,Pattaya,455.36,High
10668,223,Electronics,464.88,10/29/2025,2,24,Other,Bangkok,3546.07,Low
10669,394,Home & Kitchen,341.23,10/30/2025,13,60,Other,Pattaya,2072.38,Low
10670,250,Sports,253.06,10/31/2025,13,18,Male,Hat Yai,4608.2,Low
10671,147,Beauty,16.23,11/1/2025,3,52,Female,Pattaya,3286.25,Low
10672,442,Home & Kitchen,496.28,11/2/2025,11,49,Other,Phuket,543.05,High
10673,96,Clothing,339.01,11/3/2025,6,53,Male,Chiang Mai,4744.5,Low
10674,257,Sports,165.29,11/4/2025,2,30,Male,Chiang Mai,1366.93,Low
10675,325,Sports,440.84,11/5/2025,8,23,Female,Hat Yai,1752.34,Low
10676,493,Home & Kitchen,136.63,11/6/2025,1,31,Other,Chiang Mai,2071.08,Low
10677,4,Home & Kitchen,276.57,11/7/2025,7,54,Male,Chiang Mai,351,Medium
10678,16,Beauty,321.67,11/8/2025,2,32,Female,Bangkok,2532.93,Low
10679,280,Electronics,118.32,11/9/2025,10,64,Other,Hat Yai,704.26,Low
10680,336,Home & Kitchen,489.41,11/10/2025,12,21,Female,Hat Yai,2064.75,Low
10681,247,Home & Kitchen,376.61,11/11/2025,6,57,Female,Chiang Mai,1818.48,Low
10682,258,Toys,283.33,11/12/2025,12,33,Male,Chiang Mai,3886.92,Low
10683,497,Clothing,98.49,11/13/2025,2,45,Male,Chiang Mai,4035.54,Medium
10684,476,Toys,36.39,11/14/2025,2,33,Male,Phuket,851.72,Low
10685,384,Toys,166.83,11/15/2025,10,21,Female,Pattaya,1896.1,Medium
10686,160,Sports,379.06,11/16/2025,13,62,Male,Phuket,1929.43,High
10687,475,Electronics,141.97,11/17/2025,8,43,Female,Hat Yai,841.91,High
10688,340,Clothing,274.38,11/18/2025,12,45,Female,Bangkok,4012.42,High
10689,152,Beauty,366.69,11/19/2025,2,49,Male,Pattaya,3565.42,Low
10690,396,Beauty,62.89,11/20/2025,7,62,Other,Bangkok,1032.87,Low
10691,178,Home & Kitchen,345.8,11/21/2025,3,19,Other,Hat Yai,1896.94,Low
10692,163,Home & Kitchen,55.02,11/22/2025,8,48,Other,Hat Yai,618.44,Medium
10693,380,Beauty,482.91,11/23/2025,7,20,Female,Bangkok,3178.21,High
10694,33,Home & Kitchen,249.31,11/24/2025,14,25,Female,Bangkok,694.72,Medium
10695,417,Electronics,83.83,11/25/2025,8,41,Female,Bangkok,4931.08,Low
10696,445,Toys,177.77,11/26/2025,14,32,Male,Hat Yai,3925.34,High
10697,179,Home & Kitchen,212.57,11/27/2025,7,60,Female,Chiang Mai,2012.17,Low
10698,427,Sports,381.51,11/28/2025,11,48,Male,Bangkok,2934.96,Low
10699,101,Home & Kitchen,374.28,11/29/2025,6,26,Male,Pattaya,4565.57,Low
10700,268,Clothing,309.85,11/30/2025,13,56,Other,Hat Yai,2815.09,Low
10701,323,Electronics,61.91,12/1/2025,7,62,Other,Phuket,955.04,Low
10702,65,Clothing,84.27,12/2/2025,5,19,Other,Phuket,1955.65,Low
10703,417,Clothing,55.94,12/3/2025,7,25,Male,Pattaya,4231.41,Low
10704,168,Sports,292.81,12/4/2025,1,24,Male,Chiang Mai,3256.64,Medium
10705,330,Electronics,439.8,12/5/2025,1,61,Male,Bangkok,3288.55,Medium
10706,43,Electronics,222.56,12/6/2025,9,56,Female,Hat Yai,4347.43,Medium
10707,44,Electronics,88.82,12/7/2025,14,59,Male,Bangkok,4480.47,Low
10708,285,Electronics,283.44,12/8/2025,5,33,Other,Hat Yai,4606.98,Medium
10709,397,Electronics,407.76,12/9/2025,13,52,Other,Phuket,564.76,High
10710,12,Sports,373.44,12/10/2025,5,47,Male,Bangkok,2766.22,Low
10711,95,Home & Kitchen,441.91,12/11/2025,3,27,Male,Pattaya,3728.5,Low
10712,302,Clothing,146.17,12/12/2025,5,55,Other,Chiang Mai,3808.94,Low
10713,386,Electronics,105.04,12/13/2025,3,35,Male,Pattaya,3072.91,Low
10714,253,Home & Kitchen,441.11,12/14/2025,9,22,Other,Chiang Mai,917.26,Medium
10715,499,Home & Kitchen,332.2,12/15/2025,9,46,Female,Bangkok,4007.36,Medium
10716,242,Clothing,162.36,12/16/2025,6,56,Other,Bangkok,3628.55,Low
10717,35,Sports,373.75,12/17/2025,1,51,Female,Chiang Mai,522.07,Medium
10718,215,Beauty,409.41,12/18/2025,7,60,Male,Phuket,2372.67,Medium
10719,337,Beauty,311.34,12/19/2025,7,62,Male,Hat Yai,952.49,High
10720,90,Home & Kitchen,347.06,12/20/2025,14,40,Female,Pattaya,1753.64,Low
10721,264,Toys,193.88,12/21/2025,10,22,Male,Pattaya,188.6,High
10722,93,Toys,273.96,12/22/2025,10,47,Female,Pattaya,2061.62,Low
10723,410,Clothing,266.84,12/23/2025,4,23,Male,Bangkok,2794.4,Low
10724,458,Beauty,425.54,12/24/2025,8,63,Other,Pattaya,3135.95,Low
10725,90,Home & Kitchen,421.58,12/25/2025,6,61,Male,Hat Yai,3351.1,Low
10726,418,Sports,418.01,12/26/2025,4,21,Other,Hat Yai,4197.83,Medium
10727,115,Beauty,15.41,12/27/2025,4,46,Other,Chiang Mai,1155.77,Low
10728,105,Home & Kitchen,377.28,12/28/2025,2,40,Female,Bangkok,690.36,Low
10729,391,Home & Kitchen,381.75,12/29/2025,14,23,Male,Hat Yai,4272.53,Low
10730,196,Electronics,342.41,12/30/2025,2,49,Female,Phuket,867.4,Medium
10731,314,Sports,380.57,12/31/2025,12,59,Male,Bangkok,4876.32,Low
10732,114,Electronics,422.57,1/1/2026,14,35,Other,Bangkok,4228.44,Medium
10733,493,Clothing,240.46,1/2/2026,4,32,Other,Hat Yai,2554.3,Low
10734,75,Electronics,256,1/3/2026,5,57,Male,Phuket,4908.96,Low
10735,413,Electronics,71.11,1/4/2026,8,49,Male,Chiang Mai,577.15,Low
10736,376,Beauty,198.83,1/5/2026,6,26,Female,Hat Yai,1585.02,Low
10737,420,Toys,325.25,1/6/2026,14,54,Male,Phuket,3227.3,Low
10738,217,Home & Kitchen,392.4,1/7/2026,4,27,Male,Bangkok,1815.03,Low
10739,277,Sports,116.43,1/8/2026,13,37,Male,Phuket,4649.03,High
10740,249,Electronics,77.53,1/9/2026,11,23,Female,Bangkok,421.57,Medium
10741,164,Sports,334.89,1/10/2026,7,20,Male,Hat Yai,2792.12,Low
10742,394,Toys,10.92,1/11/2026,8,59,Other,Hat Yai,2995.24,Low
10743,357,Toys,97.4,1/12/2026,2,28,Female,Pattaya,3298.37,Medium
10744,457,Electronics,24.24,1/13/2026,12,60,Female,Pattaya,1352.76,Low
10745,408,Clothing,91.77,1/14/2026,7,34,Other,Pattaya,1886.38,Low
10746,192,Electronics,98.85,1/15/2026,14,49,Other,Hat Yai,4234.03,Medium
10747,227,Beauty,199.96,1/16/2026,2,21,Other,Chiang Mai,1055.22,Medium
10748,177,Home & Kitchen,207.14,1/17/2026,2,21,Male,Hat Yai,4151.65,Low
10749,99,Clothing,438.39,1/18/2026,8,34,Other,Phuket,2857.01,Low
10750,496,Electronics,259.95,1/19/2026,2,58,Male,Hat Yai,3834.72,Low
10751,36,Sports,364.47,1/20/2026,11,36,Female,Hat Yai,3596.68,Medium
10752,466,Clothing,61.03,1/21/2026,9,22,Female,Bangkok,1116.81,Low
10753,497,Clothing,120.46,1/22/2026,12,49,Other,Bangkok,2887.18,Low
10754,487,Electronics,354.44,1/23/2026,1,39,Male,Bangkok,4351.84,Low
10755,96,Clothing,35.87,1/24/2026,9,23,Other,Hat Yai,2217.37,Low
10756,152,Sports,248.43,1/25/2026,1,52,Other,Chiang Mai,4836.29,High
10757,151,Toys,303.69,1/26/2026,10,39,Male,Phuket,2315.85,Medium
10758,190,Clothing,305.05,1/27/2026,13,18,Other,Phuket,799.65,Medium
10759,224,Toys,21.24,1/28/2026,10,37,Female,Chiang Mai,2008.23,Low
10760,37,Sports,167.83,1/29/2026,2,39,Other,Chiang Mai,4763.34,Low
10761,268,Electronics,321.88,1/30/2026,6,28,Male,Phuket,1666.63,Low
10762,369,Home & Kitchen,83.01,1/31/2026,6,30,Male,Pattaya,4353.68,Low
10763,183,Clothing,350.75,2/1/2026,1,59,Female,Bangkok,4418.13,High
10764,13,Home & Kitchen,375.5,2/2/2026,7,20,Male,Bangkok,1815.91,Low
10765,279,Sports,491.16,2/3/2026,8,26,Male,Phuket,507.96,Low
10766,217,Clothing,112.82,2/4/2026,2,29,Female,Chiang Mai,3650.33,Low
10767,355,Toys,414.31,2/5/2026,8,40,Other,Pattaya,1626.41,Medium
10768,361,Beauty,264.95,2/6/2026,9,31,Female,Phuket,3936.33,Low
10769,286,Home & Kitchen,193,2/7/2026,6,50,Other,Bangkok,2269.01,Low
10770,273,Clothing,69.96,2/8/2026,5,35,Female,Hat Yai,2477.81,Low
10771,369,Home & Kitchen,370.4,2/9/2026,12,58,Other,Chiang Mai,3911.76,Medium
10772,62,Clothing,125.57,2/10/2026,9,26,Female,Hat Yai,1973.58,Low
10773,84,Electronics,192,2/11/2026,13,40,Other,Phuket,2271.32,High
10774,368,Toys,40.65,2/12/2026,12,27,Female,Bangkok,1943.33,Medium
10775,217,Home & Kitchen,402.67,2/13/2026,11,36,Other,Pattaya,1899.97,Low
10776,342,Beauty,385.63,2/14/2026,9,64,Female,Hat Yai,2677.14,Medium
10777,397,Beauty,369.47,2/15/2026,1,22,Male,Pattaya,4063.12,Low
10778,187,Sports,156.73,2/16/2026,11,64,Other,Bangkok,1872.66,High
10779,19,Clothing,95.01,2/17/2026,3,40,Female,Hat Yai,2668.85,Low
10780,177,Home & Kitchen,322.4,2/18/2026,9,47,Other,Pattaya,3386.56,Low
10781,100,Sports,253.12,2/19/2026,11,42,Other,Pattaya,1420.25,Low
10782,396,Home & Kitchen,97.34,2/20/2026,2,45,Female,Hat Yai,1459.86,Low
10783,445,Clothing,346.1,2/21/2026,12,51,Other,Bangkok,4673.72,High
10784,233,Beauty,495.65,2/22/2026,4,62,Female,Pattaya,3645.32,Low
10785,403,Electronics,376.14,2/23/2026,4,64,Male,Phuket,2928.21,Medium
10786,76,Beauty,372.59,2/24/2026,2,42,Other,Hat Yai,3273.83,Low
10787,265,Sports,475.65,2/25/2026,3,27,Male,Chiang Mai,243.57,High
10788,455,Toys,109.44,2/26/2026,13,31,Other,Chiang Mai,3128.7,Low
10789,284,Electronics,287.12,2/27/2026,3,59,Other,Bangkok,2596.59,Low
10790,206,Sports,490.03,2/28/2026,1,63,Other,Phuket,2774.17,Low
10791,223,Clothing,90.99,3/1/2026,6,47,Female,Pattaya,1861.18,Medium
10792,384,Electronics,353.12,3/2/2026,8,58,Male,Chiang Mai,499.22,Low
10793,52,Sports,297.05,3/3/2026,12,42,Other,Bangkok,1047.36,Low
10794,339,Clothing,297.37,3/4/2026,3,31,Female,Phuket,4758.65,Low
10795,367,Beauty,351.86,3/5/2026,5,52,Other,Phuket,2102.63,Medium
10796,144,Toys,465.51,3/6/2026,1,51,Female,Bangkok,2386.75,Low
10797,373,Clothing,393.47,3/7/2026,10,27,Other,Bangkok,358.28,Low
10798,69,Home & Kitchen,37.51,3/8/2026,7,52,Male,Pattaya,284.07,Low
10799,99,Clothing,427.84,3/9/2026,10,28,Male,Bangkok,3614.19,Medium
10800,396,Clothing,120.52,3/10/2026,13,28,Other,Pattaya,2736.66,High
10801,25,Toys,194.69,3/11/2026,1,38,Female,Pattaya,2592.66,Low
10802,436,Home & Kitchen,236.25,3/12/2026,12,38,Other,Hat Yai,1291.31,Low
10803,379,Sports,245.64,3/13/2026,11,39,Female,Phuket,3749.28,Low
10804,469,Sports,223.24,3/14/2026,9,62,Other,Phuket,924.36,Low
10805,484,Clothing,469.3,3/15/2026,8,24,Female,Phuket,1030.68,Low
10806,53,Home & Kitchen,355.95,3/16/2026,7,34,Male,Hat Yai,2357.49,Medium
10807,151,Home & Kitchen,319.27,3/17/2026,10,19,Other,Pattaya,1502.77,Low
10808,144,Toys,34.42,3/18/2026,7,29,Male,Pattaya,1312.57,High
10809,57,Beauty,452.92,3/19/2026,5,59,Male,Bangkok,3261.66,Low
10810,39,Sports,455.6,3/20/2026,5,35,Other,Hat Yai,3289.76,Medium
10811,109,Toys,392.3,3/21/2026,11,28,Other,Bangkok,4140.13,Low
10812,181,Electronics,13.44,3/22/2026,13,33,Female,Hat Yai,2146.77,Low
10813,42,Sports,38.07,3/23/2026,5,35,Female,Bangkok,458.12,Low
10814,186,Toys,120.36,3/24/2026,1,52,Male,Chiang Mai,1440.97,Low
10815,423,Sports,74.36,3/25/2026,8,43,Female,Phuket,4902.03,Low
10816,398,Beauty,205.43,3/26/2026,12,33,Female,Phuket,3021.67,Medium
10817,223,Electronics,462.09,3/27/2026,11,23,Other,Pattaya,3577.71,High
10818,122,Beauty,241.31,3/28/2026,1,61,Female,Chiang Mai,136.05,Low
10819,133,Electronics,16.57,3/29/2026,4,60,Male,Phuket,2639.21,Low
10820,163,Clothing,148.55,3/30/2026,9,64,Female,Pattaya,283.89,Low
10821,215,Toys,31.85,3/31/2026,14,64,Male,Chiang Mai,2889.23,Low
10822,221,Electronics,27.78,4/1/2026,9,59,Other,Phuket,4611.78,Low
10823,235,Beauty,145.1,4/2/2026,5,29,Male,Bangkok,4845.25,Medium
10824,331,Sports,145.05,4/3/2026,4,30,Female,Hat Yai,2748.71,High
10825,146,Electronics,395.69,4/4/2026,3,21,Other,Chiang Mai,2345.2,High
10826,239,Toys,487.67,4/5/2026,3,56,Female,Pattaya,4730.58,Low
10827,76,Electronics,191.89,4/6/2026,12,19,Other,Chiang Mai,3400.69,Medium
10828,9,Home & Kitchen,220.15,4/7/2026,5,43,Other,Pattaya,418.01,Medium
10829,74,Sports,423.95,4/8/2026,10,44,Female,Chiang Mai,2382.06,Low
10830,442,Toys,141.39,4/9/2026,1,44,Female,Pattaya,1277.2,Low
10831,492,Toys,86.63,4/10/2026,5,32,Other,Phuket,2402.04,Medium
10832,401,Clothing,428.01,4/11/2026,6,25,Other,Bangkok,2331.78,Low
10833,253,Beauty,32.79,4/12/2026,7,24,Female,Phuket,2952.51,Low
10834,230,Clothing,313.65,4/13/2026,12,64,Male,Bangkok,1848.18,Low
10835,7,Toys,285.38,4/14/2026,9,63,Female,Phuket,904.93,Low
10836,174,Sports,179.5,4/15/2026,3,57,Other,Phuket,2568.23,Low
10837,141,Electronics,164.44,4/16/2026,2,29,Female,Chiang Mai,4167.99,High
10838,168,Electronics,388.21,4/17/2026,14,30,Male,Hat Yai,3353.66,Medium
10839,170,Sports,52.35,4/18/2026,3,60,Female,Pattaya,1758,Medium
10840,393,Toys,126.02,4/19/2026,12,34,Other,Pattaya,4684.06,Low
10841,434,Electronics,368.9,4/20/2026,9,34,Female,Pattaya,4569.82,Medium
10842,283,Electronics,278.68,4/21/2026,12,53,Other,Bangkok,1125.81,Low
10843,122,Electronics,72.71,4/22/2026,7,38,Other,Pattaya,293.15,Low
10844,194,Beauty,442.25,4/23/2026,9,25,Female,Pattaya,3732.41,Low
10845,5,Beauty,202.79,4/24/2026,13,22,Other,Chiang Mai,4155.29,Low
10846,29,Home & Kitchen,415.66,4/25/2026,2,43,Other,Phuket,4842.54,Low
10847,165,Clothing,395.98,4/26/2026,5,33,Male,Pattaya,4460.2,Low
10848,422,Sports,315.97,4/27/2026,13,53,Male,Hat Yai,3042.62,Low
10849,339,Sports,252.3,4/28/2026,4,45,Male,Pattaya,2697.26,Low
10850,136,Sports,489.98,4/29/2026,2,46,Male,Bangkok,236.42,High
10851,496,Home & Kitchen,81.03,4/30/2026,9,64,Other,Bangkok,1308.62,Low
10852,365,Beauty,365.33,5/1/2026,9,29,Female,Bangkok,2352.11,Medium
10853,321,Toys,103.68,5/2/2026,6,54,Other,Pattaya,3179.67,Low
10854,342,Toys,175.75,5/3/2026,11,47,Other,Chiang Mai,2830.53,Low
10855,145,Home & Kitchen,161.26,5/4/2026,6,40,Other,Hat Yai,3738.92,High
10856,327,Toys,474.05,5/5/2026,8,33,Female,Pattaya,1470.86,Low
10857,217,Sports,484,5/6/2026,6,31,Male,Chiang Mai,2868.27,Low
10858,301,Clothing,99.68,5/7/2026,1,27,Other,Chiang Mai,531.9,Medium
10859,132,Electronics,20.8,5/8/2026,4,24,Other,Pattaya,2126.96,Low
10860,292,Beauty,362.8,5/9/2026,13,62,Male,Pattaya,3775.79,Medium
10861,70,Beauty,214.82,5/10/2026,7,54,Other,Chiang Mai,3497.66,Low
10862,252,Home & Kitchen,53.53,5/11/2026,13,46,Female,Chiang Mai,4954.15,Low
10863,415,Beauty,345.04,5/12/2026,13,20,Other,Chiang Mai,1461.67,Low
10864,275,Sports,277.1,5/13/2026,2,32,Other,Pattaya,2541.13,Low
10865,445,Toys,490.45,5/14/2026,9,53,Male,Chiang Mai,1714.7,Medium
10866,364,Sports,121.43,5/15/2026,8,64,Other,Bangkok,2258.96,Medium
10867,182,Home & Kitchen,207.95,5/16/2026,8,63,Other,Pattaya,4299.06,Low
10868,167,Sports,275.85,5/17/2026,7,36,Female,Bangkok,3452.62,Low
10869,91,Toys,397.93,5/18/2026,4,30,Male,Phuket,4423.96,Medium
10870,202,Clothing,278.93,5/19/2026,2,59,Male,Pattaya,1097.2,Low
10871,346,Home & Kitchen,310.32,5/20/2026,3,38,Female,Phuket,4379.47,Low
10872,19,Clothing,120.81,5/21/2026,12,54,Other,Chiang Mai,392.84,Low
10873,39,Electronics,424.99,5/22/2026,6,44,Male,Chiang Mai,4454.14,Low
10874,126,Clothing,220.03,5/23/2026,12,46,Male,Hat Yai,1712.46,Medium
10875,451,Electronics,79.07,5/24/2026,12,37,Other,Chiang Mai,1641.48,High
10876,173,Electronics,335.45,5/25/2026,5,42,Other,Phuket,2609.23,Low
10877,141,Clothing,115.88,5/26/2026,12,23,Male,Chiang Mai,4709.38,Low
10878,242,Home & Kitchen,57.81,5/27/2026,8,53,Other,Pattaya,334.13,Low
10879,220,Toys,432.37,5/28/2026,6,19,Male,Chiang Mai,1825.93,Low
10880,126,Sports,235.48,5/29/2026,6,39,Other,Hat Yai,4297.2,Low
10881,58,Sports,377.15,5/30/2026,1,49,Other,Chiang Mai,2040.67,Medium
10882,148,Toys,152.39,5/31/2026,4,33,Female,Phuket,1075.87,Low
10883,476,Electronics,395.62,6/1/2026,5,35,Other,Phuket,2181.49,Low
10884,456,Electronics,64.85,6/2/2026,12,22,Female,Chiang Mai,1989.21,Low
10885,317,Home & Kitchen,184.43,6/3/2026,11,53,Other,Phuket,4585.54,Low
10886,383,Beauty,489.25,6/4/2026,3,47,Male,Phuket,3833.48,Low
10887,361,Clothing,399.05,6/5/2026,13,62,Male,Hat Yai,2575.07,Medium
10888,423,Electronics,253.66,6/6/2026,9,36,Other,Pattaya,4943.02,Low
10889,1,Sports,176.49,6/7/2026,1,40,Other,Hat Yai,2379.86,Medium
10890,387,Home & Kitchen,437.35,6/8/2026,6,51,Male,Bangkok,385.37,Low
10891,461,Clothing,276.98,6/9/2026,6,30,Other,Hat Yai,1385.14,Low
10892,348,Home & Kitchen,381.63,6/10/2026,10,60,Female,Chiang Mai,2236.75,Low
10893,190,Clothing,379.51,6/11/2026,5,46,Female,Pattaya,868.82,Low
10894,191,Clothing,18.79,6/12/2026,12,53,Female,Chiang Mai,4743.07,Low
10895,369,Toys,71.86,6/13/2026,5,39,Female,Bangkok,3857.56,Low
10896,409,Electronics,333.22,6/14/2026,10,64,Female,Pattaya,1414.61,Medium
10897,312,Home & Kitchen,89.19,6/15/2026,14,53,Other,Phuket,2994.94,Medium
10898,417,Home & Kitchen,135.19,6/16/2026,13,26,Other,Hat Yai,3635.1,Low
10899,422,Toys,473.85,6/17/2026,5,56,Female,Chiang Mai,4712.27,Low
10900,117,Sports,284.49,6/18/2026,6,36,Other,Bangkok,4420.01,Low
10901,134,Sports,377.86,6/19/2026,8,55,Other,Phuket,2624.44,Low
10902,58,Electronics,283.41,6/20/2026,2,23,Female,Hat Yai,3895.8,Low
10903,44,Electronics,280.73,6/21/2026,6,64,Other,Phuket,2854.51,Medium
10904,173,Beauty,56.13,6/22/2026,1,32,Other,Hat Yai,2808.25,Low
10905,160,Toys,178.39,6/23/2026,4,37,Other,Pattaya,662.24,Low
10906,173,Sports,148.39,6/24/2026,14,26,Female,Phuket,718.07,Low
10907,317,Clothing,201.46,6/25/2026,10,49,Other,Phuket,2694.71,Low
10908,303,Home & Kitchen,401.19,6/26/2026,3,21,Male,Phuket,1417.42,Medium
10909,149,Electronics,192.25,6/27/2026,9,35,Male,Pattaya,203.08,Low
10910,80,Home & Kitchen,231.33,6/28/2026,3,22,Female,Bangkok,3641.91,Low
10911,374,Home & Kitchen,204.72,6/29/2026,6,37,Male,Hat Yai,259.18,Medium
10912,213,Beauty,55.77,6/30/2026,1,40,Female,Phuket,3016.86,Low
10913,203,Sports,226.13,7/1/2026,12,28,Male,Pattaya,2742.05,Medium
10914,252,Electronics,105.85,7/2/2026,6,54,Male,Bangkok,4847.19,Low
10915,229,Home & Kitchen,101.49,7/3/2026,4,39,Male,Hat Yai,2472.64,Low
10916,164,Electronics,56.08,7/4/2026,8,21,Female,Pattaya,411.65,Medium
10917,227,Clothing,184.77,7/5/2026,13,46,Female,Hat Yai,2803.27,Low
10918,147,Beauty,381.17,7/6/2026,11,61,Other,Phuket,4221.37,Low
10919,20,Clothing,145.46,7/7/2026,9,51,Female,Bangkok,4984.56,Low
10920,441,Electronics,163.05,7/8/2026,4,30,Male,Pattaya,2208.68,Low
10921,402,Electronics,324.91,7/9/2026,10,59,Male,Bangkok,1669.46,Medium
10922,47,Sports,105.96,7/10/2026,12,26,Female,Phuket,4542.6,Medium
10923,233,Home & Kitchen,449.51,7/11/2026,10,59,Female,Bangkok,1037.09,High
10924,305,Home & Kitchen,264.89,7/12/2026,6,48,Female,Bangkok,3115.6,Medium
10925,14,Clothing,229.33,7/13/2026,1,24,Other,Chiang Mai,2088,Low
10926,143,Beauty,283.33,7/14/2026,4,21,Male,Bangkok,301.3,Low
10927,415,Toys,91.36,7/15/2026,7,36,Other,Hat Yai,1801.71,Low
10928,1,Home & Kitchen,310.6,7/16/2026,12,59,Other,Pattaya,1399.62,Low
10929,373,Sports,187.92,7/17/2026,1,47,Male,Chiang Mai,3461.85,Low
10930,54,Clothing,449.62,7/18/2026,8,48,Male,Pattaya,4749.07,High
10931,374,Clothing,92.74,7/19/2026,12,52,Female,Pattaya,1413.43,Low
10932,259,Toys,258.46,7/20/2026,10,38,Female,Phuket,4076.18,Low
10933,144,Sports,303.08,7/21/2026,12,48,Other,Phuket,371.26,Low
10934,471,Beauty,26.36,7/22/2026,11,36,Female,Chiang Mai,2736.79,Medium
10935,441,Sports,188.21,7/23/2026,6,48,Female,Phuket,445.7,Medium
10936,459,Beauty,368.99,7/24/2026,5,49,Male,Phuket,4676.76,Medium
10937,12,Sports,411.98,7/25/2026,10,19,Male,Phuket,3855.12,Low
10938,330,Sports,163.45,7/26/2026,11,27,Female,Pattaya,3323.95,Medium
10939,224,Electronics,401.31,7/27/2026,14,19,Male,Chiang Mai,4137.09,Low
10940,272,Clothing,484.2,7/28/2026,9,19,Female,Pattaya,3272.85,Medium
10941,456,Sports,429.87,7/29/2026,2,41,Male,Hat Yai,4847.83,Low
10942,358,Toys,67.65,7/30/2026,5,34,Male,Pattaya,3598.39,Low
10943,460,Sports,372.47,7/31/2026,6,49,Male,Hat Yai,4630.83,Low
10944,408,Home & Kitchen,166.64,8/1/2026,7,33,Male,Bangkok,2633.95,Medium
10945,156,Clothing,494.32,8/2/2026,5,33,Female,Bangkok,673.62,Low
10946,373,Home & Kitchen,247.83,8/3/2026,9,63,Other,Hat Yai,2688.07,Medium
10947,8,Clothing,69.99,8/4/2026,1,56,Male,Hat Yai,721.68,Low
10948,122,Home & Kitchen,365.34,8/5/2026,7,48,Female,Pattaya,3003.22,Low
10949,348,Sports,168.28,8/6/2026,10,60,Female,Hat Yai,2464.22,Low
10950,164,Sports,498.57,8/7/2026,7,41,Male,Chiang Mai,3150.62,Low
10951,90,Electronics,490.09,8/8/2026,4,18,Other,Bangkok,149.23,Low
10952,136,Toys,331.51,8/9/2026,9,28,Male,Bangkok,1054.72,Low
10953,186,Home & Kitchen,73.61,8/10/2026,14,38,Female,Hat Yai,2507.52,Medium
10954,316,Beauty,346.56,8/11/2026,12,21,Other,Phuket,4757.47,Low
10955,178,Electronics,55.58,8/12/2026,11,24,Female,Phuket,1979.68,High
10956,28,Home & Kitchen,24.39,8/13/2026,5,43,Male,Hat Yai,2179.42,Low
10957,220,Home & Kitchen,413.25,8/14/2026,4,64,Other,Chiang Mai,3602.01,Medium
10958,357,Electronics,112.78,8/15/2026,13,29,Female,Phuket,3058.58,Low
10959,41,Sports,195.72,8/16/2026,7,48,Female,Hat Yai,1564.74,Low
10960,228,Home & Kitchen,486.99,8/17/2026,4,34,Female,Chiang Mai,2113,Low
10961,192,Sports,175.05,8/18/2026,3,50,Male,Chiang Mai,1166.73,Low
10962,411,Electronics,155.28,8/19/2026,9,28,Other,Pattaya,4833.51,Medium
10963,447,Sports,459.92,8/20/2026,11,45,Male,Chiang Mai,740.11,Low
10964,145,Clothing,64.27,8/21/2026,8,49,Male,Phuket,1922,Low
10965,201,Beauty,382.2,8/22/2026,1,18,Male,Phuket,226.61,Medium
10966,417,Home & Kitchen,494.15,8/23/2026,7,64,Other,Hat Yai,1186.72,Low
10967,212,Toys,451.64,8/24/2026,9,45,Male,Hat Yai,3924.31,Medium
10968,461,Beauty,329.32,8/25/2026,8,59,Male,Chiang Mai,1085.76,Low
10969,220,Sports,163.89,8/26/2026,8,24,Male,Bangkok,492.31,Medium
10970,240,Home & Kitchen,134.62,8/27/2026,13,19,Male,Pattaya,2424.82,Low
10971,413,Sports,411.44,8/28/2026,6,59,Female,Bangkok,148.85,Low
10972,397,Clothing,441.11,8/29/2026,11,41,Male,Chiang Mai,515.35,Low
10973,46,Electronics,267.46,8/30/2026,4,21,Female,Chiang Mai,4057.37,High
